Brand;Retailer ID;Invoice Date;Region;State;City;Units Sold;Operating Profit;Operating Margin;Sales Method;Product Name;Product ID
NIKE;1185732;16/04/2021;Midwest;Michigan;Detroit;111;$2.236 ;53%;Online;Nike Joyride Optik;AJ6844-007
NIKE;1185732;16/04/2021;Midwest;Michigan;Detroit;135;$1.531 ;42%;Online;Nike React Element 55 SE;CN3591-002
NIKE;1185732;16/04/2021;Midwest;Michigan;Detroit;109;$1.604 ;46%;Online;Nike Air Max Dia LX;CI1214-004
NIKE;1185732;16/04/2021;Midwest;Michigan;Detroit;120;$2.700 ;50%;Online;Nike Metcon 5;AQ1189-009
NIKE;1185732;16/04/2021;Midwest;Michigan;Detroit;152;$3.881 ;69%;Online;Nike Benassi;343880-090
NIKE;1185732;15/05/2021;Midwest;Michigan;Detroit;207;$6.061 ;61%;Online;Nike Zoom KD12 'YouTube';CQ7731-900
NIKE;1185732;15/05/2021;Midwest;Michigan;Detroit;150;$3.878 ;55%;Online;Nike Air Force 1 React;CD4366-002
NIKE;1185732;15/05/2021;Midwest;Michigan;Detroit;133;$2.341 ;40%;Online;Nike Air Max 90;CI5646-200
NIKE;1185732;15/05/2021;Midwest;Michigan;Detroit;126;$2.646 ;50%;Online;Nike Air Zoom Pegasus 36;CD4573-001
NIKE;1185732;15/05/2021;Midwest;Michigan;Detroit;124;$3.417 ;53%;Online;Nike Air Max 98 NRG;BQ5613-001
NIKE;1185732;15/05/2021;Midwest;Michigan;Detroit;150;$5.775 ;70%;Online;Nike Zoom Fly 3;AT8241-002
NIKE;1185732;17/06/2021;Midwest;Michigan;Detroit;206;$6.641 ;62%;Online;Kyrie 6 EP;BQ4631-100
NIKE;1185732;17/06/2021;Midwest;Michigan;Detroit;167;$4.148 ;54%;Online;Nike Air Force 1 Shadow;CI0919-100
NIKE;1185732;17/06/2021;Midwest;Michigan;Detroit;138;$2.490 ;44%;Online;Nike Air Max Tailwind IV;AQ2567-002
NIKE;1185732;17/06/2021;Midwest;Michigan;Detroit;158;$3.261 ;48%;Online;Nike Potential 3;844127-108
NIKE;1185732;17/06/2021;Midwest;Michigan;Detroit;152;$4.765 ;55%;Online;Nike Mercurial Vapor 13 Academy IC;AT7993-414
NIKE;1185732;17/06/2021;Midwest;Michigan;Detroit;169;$6.591 ;65%;Online;Nike x Olivia Kim Air Max 98;CK3309-001
NIKE;1185732;15/07/2021;Midwest;Michigan;Detroit;225;$7.695 ;60%;Online;NikeCourt Royale;749747-010
NIKE;1185732;15/07/2021;Midwest;Michigan;Detroit;189;$5.109 ;51%;Online;Nike Air Huarache;634835-108
NIKE;1185732;15/07/2021;Midwest;Michigan;Detroit;173;$3.581 ;45%;Online;KD Trey 5 VII EP;AT1198-401
NIKE;1185732;15/07/2021;Midwest;Michigan;Detroit;158;$3.342 ;45%;Online;Nike Phantom Venom Academy FG;AO0566-606
NIKE;1185732;15/07/2021;Midwest;Michigan;Detroit;143;$3.938 ;51%;Online;Nike Mercurial Vapor XII Club MG;AH7378-801
NIKE;1185732;15/07/2021;Midwest;Michigan;Detroit;210;$8.984 ;69%;Online;Nike Phantom Vision 2 Elite Dynamic Fit FG;CD4161-606
NIKE;1185732;16/08/2021;Midwest;Michigan;Detroit;263;$9.258 ;64%;Online;Nike Air Force 1 Mid '07;366731-100
NIKE;1185732;16/08/2021;Midwest;Michigan;Detroit;195;$4.875 ;50%;Online;Nike Metcon 5 AMP;CD3398-063
NIKE;1185732;16/08/2021;Midwest;Michigan;Detroit;144;$2.540 ;42%;Online;Nike Air Max 270 React;CT5064-001
NIKE;1185732;16/08/2021;Midwest;Michigan;Detroit;142;$2.173 ;45%;Online;Nike Air Force 1 '07 Premium;BQ4424-700
NIKE;1185732;16/08/2021;Midwest;Michigan;Detroit;135;$3.005 ;53%;Online;Air Jordan 12 Retro;130690-017
NIKE;1185732;16/08/2021;Midwest;Michigan;Detroit;176;$5.386 ;68%;Online;Nike Air Max 98 LX;AV4417-002
NIKE;1185732;15/09/2021;Midwest;Michigan;Detroit;232;$6.139 ;63%;Online;Nike Mercurial Superfly 7 Club MG;AT7949-606
NIKE;1185732;15/09/2021;Midwest;Michigan;Detroit;174;$3.283 ;51%;Online;Nike Phantom Venom Academy TF;AO0571-606
NIKE;1185732;15/09/2021;Midwest;Michigan;Detroit;145;$2.071 ;42%;Online;Nike Mercurial Superfly 7 Academy MDS MG;BQ5427-401
NIKE;1185732;15/09/2021;Midwest;Michigan;Detroit;119;$1.821 ;45%;Online;Nike SB Dunk High Pro;BQ6826-003
NIKE;1185732;15/09/2021;Midwest;Michigan;Detroit;128;$2.624 ;50%;Online;Nike Phantom Vision Academy Dynamic Fit MG;AO3258-080
NIKE;1185732;15/09/2021;Midwest;Michigan;Detroit;173;$5.398 ;65%;Online;Nike Air Max 270 React;AT6174-004
NIKE;1185732;17/10/2021;Midwest;Michigan;Detroit;225;$6.725 ;61%;Online;Nike Tiempo Legend 8 Elite FG;AT5293-004
NIKE;1185732;17/10/2021;Midwest;Michigan;Detroit;167;$3.151 ;51%;Online;Nike SB Zoom Stefan Janoski Canvas RM;AR7718-001
NIKE;1185732;17/10/2021;Midwest;Michigan;Detroit;123;$2.048 ;45%;Online;Nike Flex Contact 3;AQ7488-004
NIKE;1185732;17/10/2021;Midwest;Michigan;Detroit;116;$2.204 ;50%;Online;Jordan 'Why Not?' Zer0.2 SE PF;AV4126-002
NIKE;1185732;17/10/2021;Midwest;Michigan;Detroit;112;$2.957 ;55%;Online;Nike Shox TL Nova SP;CK2085-002
NIKE;1185732;17/10/2021;Midwest;Michigan;Detroit;137;$4.987 ;70%;Online;Nike Air Max 90;CU0675-300
NIKE;1185732;16/11/2021;Midwest;Michigan;Detroit;196;$6.051 ;63%;Online;Nike Benassi JDI Floral;618919-031
NIKE;1185732;16/11/2021;Midwest;Michigan;Detroit;145;$3.350 ;55%;Online;Nike Phantom Vision 2 Club Dynamic Fit MG;CD4159-606
NIKE;1185732;16/11/2021;Midwest;Michigan;Detroit;120;$2.322 ;45%;Online;Nike Potential 3;844127-108
NIKE;1185732;16/11/2021;Midwest;Michigan;Detroit;138;$2.772 ;49%;Online;Nike Epic React Flyknit 2;BQ8927-102
NIKE;1185732;16/11/2021;Midwest;Michigan;Detroit;126;$4.089 ;55%;Online;Nike Phantom Vision Club Dynamic Fit FG;AJ6959-717
NIKE;1185732;16/11/2021;Midwest;Michigan;Detroit;169;$6.880 ;69%;Online;Nike Air Max 97;921826-016
NIKE;1185732;15/12/2021;Midwest;Michigan;Detroit;255;$8.555 ;61%;Online;Nike x Olivia Kim Air Force 1 '07;CK3314-400
NIKE;1185732;15/12/2021;Midwest;Michigan;Detroit;176;$4.291 ;53%;Online;Nike TiempoX Lunar Legend VII Pro TF;AH7249-118
NIKE;1185732;15/12/2021;Midwest;Michigan;Detroit;168;$3.629 ;45%;Online;Nike M2K Tekno;BQ3378-002
NIKE;1185732;15/12/2021;Midwest;Michigan;Detroit;138;$3.180 ;48%;Online;Nike React City;BV7754-001
NIKE;1185732;15/12/2021;Midwest;Michigan;Detroit;143;$4.090 ;52%;Online;Nike Epic Phantom React Flyknit;BV0415-300
NIKE;1185732;15/12/2021;Midwest;Michigan;Detroit;163;$6.251 ;65%;Online;Nike SB Adversary Premium;CT3632-001
NIKE;1185732;18/01/2021;Midwest;Michigan;Detroit;156;$2.106 ;50%;Online;Air Jordan 11 Low;AR5149-005
NIKE;1185732;18/01/2021;Midwest;Michigan;Detroit;123;$1.676 ;47%;Online;Nike SB Air Zoom Bruin Edge;CD5036-100
NIKE;1185732;18/01/2021;Midwest;Michigan;Detroit;123;$1.052 ;45%;Online;Nike Daybreak;CQ7619-700
NIKE;1185732;18/01/2021;Midwest;Michigan;Detroit;77;$961 ;52%;Online;Nike Mercurial Superfly 7 Elite FG;AQ4174-049
NIKE;1185732;18/01/2021;Midwest;Michigan;Detroit;98;$1.873 ;49%;Online;Nike Air Max 90 Essential;AJ1285-101
NIKE;1185732;18/01/2021;Midwest;Michigan;Detroit;123;$2.247 ;63%;Online;Nike Air Zoom Pegasus 36 Premium Rise;AV6259-500
NIKE;1185732;18/02/2021;Midwest;Michigan;Detroit;182;$2.797 ;53%;Online;Nike Tiempo Legend 8 Academy MG;AT5292-004
NIKE;1185732;18/02/2021;Midwest;Michigan;Detroit;94;$1.290 ;49%;Online;Nike Tanjun;812654-011
NIKE;1185732;18/02/2021;Midwest;Michigan;Detroit;113;$966 ;45%;Online;Nike Air Max Triax 96 SP;CT5543-300
NIKE;1185732;18/02/2021;Midwest;Missouri;St. Louis;70;$874 ;52%;Online;Nike SB Charge Slip Premium;CT3110-400
NIKE;1185732;18/02/2021;Midwest;Missouri;St. Louis;88;$1.505 ;45%;Online;Nike Air Max 2090;CU9174-600
NIKE;1185732;18/02/2021;Midwest;Missouri;St. Louis;120;$2.117 ;63%;Online;LeBron 16 Low;CI2668-004
NIKE;1185732;17/03/2021;Midwest;Missouri;St. Louis;186;$3.225 ;51%;Online;Nike Zoom Rival Fly 2;CJ0509-001
NIKE;1185732;17/03/2021;Midwest;Missouri;St. Louis;87;$1.331 ;45%;Online;Nike x Olivia Kim Air Mowabb;CK3312-001
NIKE;1185732;17/03/2021;Midwest;Missouri;St. Louis;95;$1.005 ;46%;Online;Nike Offcourt SE;CT0624-100
NIKE;1185732;17/03/2021;Midwest;Missouri;St. Louis;54;$771 ;51%;Online;Nike Zoom Pegasus Turbo Shield;CJ9712-001
NIKE;1185732;17/03/2021;Midwest;Missouri;St. Louis;75;$1.507 ;49%;Online;Nike Air Max 97;CT1549-001
NIKE;1185732;17/03/2021;Midwest;Missouri;St. Louis;102;$2.254 ;65%;Online;Nike Air Max 720 SE;CD0683-600
NIKE;1185732;18/04/2021;Midwest;Missouri;St. Louis;144;$2.471 ;52%;Online;Nike Revolution 5 FlyEase;BQ3212-600
NIKE;1185732;18/04/2021;Midwest;Missouri;St. Louis;72;$953 ;49%;Online;Nike Classic Cortez;807471-101
NIKE;1185732;18/04/2021;Midwest;Missouri;St. Louis;83;$732 ;49%;Online;Nike Precision 4;CK1069-001
NIKE;1185732;18/04/2021;Midwest;Missouri;St. Louis;52;$622 ;52%;Online;Nike Air Max 200;AT6175-100
NIKE;1185732;18/04/2021;Midwest;Missouri;St. Louis;65;$1.053 ;45%;Online;Nike Air Max 270;AH6789-023
NIKE;1185732;18/04/2021;Midwest;Missouri;St. Louis;105;$1.793 ;61%;Online;Nike Mercurial Vapor 13 Academy TF;AT7996-414
NIKE;1185732;19/05/2021;Midwest;Missouri;St. Louis;180;$3.580 ;51%;Online;Nike SFB Gen 2 20cm (approx.);922474-001
NIKE;1185732;19/05/2021;Midwest;Missouri;St. Louis;88;$1.406 ;47%;Online;Nike Air Max Dia;CI3898-200
NIKE;1185732;19/05/2021;Midwest;Missouri;St. Louis;87;$1.161 ;46%;Online;Nike SB Alleyoop;CJ0882-001
NIKE;1185732;19/05/2021;Midwest;Missouri;St. Louis;65;$1.037 ;55%;Online;Nike Zoom Rise;BQ5467-101
NIKE;1185732;19/05/2021;Midwest;Missouri;St. Louis;70;$1.478 ;48%;Online;Nike Phantom Vision Academy Dynamic Fit IC;AO3267-080
NIKE;1185732;19/05/2021;Midwest;Missouri;St. Louis;105;$2.835 ;60%;Online;Air Jordan 1 Low;553558-125
NIKE;1185732;18/06/2021;Midwest;Missouri;St. Louis;168;$2.903 ;54%;Online;Nike Air Max Bella TR 2;AQ7492-010
NIKE;1185732;18/06/2021;Midwest;Missouri;St. Louis;91;$1.130 ;46%;Online;Nike Air Zoom Terra Kiger 6;CJ0220-400
NIKE;1185732;18/06/2021;Midwest;Missouri;St. Louis;113;$1.274 ;49%;Online;Jordan Proto-React Z;CI3794-600
NIKE;1185732;18/06/2021;Midwest;Missouri;St. Louis;91;$1.047 ;50%;Online;Nike Air Force 1 SP;CQ6566-700
NIKE;1185732;18/06/2021;Midwest;Missouri;St. Louis;102;$1.744 ;45%;Online;Nike Zoom Pegasus Turbo;AJ4115-060
NIKE;1185732;18/06/2021;Midwest;Missouri;St. Louis;142;$3.877 ;65%;Online;Nike Free RN 5.0;AQ1316-500
NIKE;1185732;17/07/2021;Midwest;Missouri;St. Louis;203;$4.019 ;55%;Online;Air Jordan OG;133000-106
NIKE;1185732;17/07/2021;Midwest;Missouri;St. Louis;130;$2.016 ;47%;Online;Nike Air Zoom Pegasus 36;BV5740-101
NIKE;1185732;17/07/2021;Midwest;Missouri;St. Louis;128;$1.708 ;46%;Online;Nike Air Max Tailwind IV SE;CJ9681-001
NIKE;1185732;17/07/2021;Midwest;Missouri;St. Louis;101;$1.552 ;53%;Online;Nike Air VaporMax 2019 Premium;AT6817-300
NIKE;1185732;17/07/2021;Midwest;Missouri;St. Louis;94;$1.704 ;49%;Online;NikeCourt Air Zoom Vapor Cage 4;CD0431-107
NIKE;1185732;17/07/2021;Midwest;Missouri;St. Louis;160;$4.002 ;61%;Online;Air Jordan 1 Nova XX;AV4052-116
NIKE;1185732;18/08/2021;Midwest;Missouri;St. Louis;203;$3.857 ;50%;Online;Nike Air Max Tailwind IV;CK4122-100
NIKE;1185732;18/08/2021;Midwest;Missouri;St. Louis;143;$2.500 ;46%;Online;Nike Flex RN 2019;AQ7483-001
NIKE;1185732;18/08/2021;Midwest;Missouri;St. Louis;120;$1.766 ;46%;Online;Nike Mercurial Superfly 7 Club TF;AT7980-606
NIKE;1185732;18/08/2021;Midwest;Missouri;St. Louis;91;$1.201 ;55%;Online;Nike Free X Metcon 2;CD8526-446
NIKE;1185732;18/08/2021;Midwest;Missouri;St. Louis;81;$1.294 ;47%;Online;Nike Mercurial Vapor 13 Academy MDS MG;CJ1292-703
NIKE;1185732;18/08/2021;Midwest;Missouri;St. Louis;128;$2.995 ;65%;Online;Nike Air Max Impact;CI1396-004
NIKE;1185732;19/09/2021;Midwest;Missouri;St. Louis;174;$2.784 ;50%;Online;Nike Classic Cortez;807471-103
NIKE;1185732;19/09/2021;Midwest;Missouri;St. Louis;100;$1.316 ;47%;Online;Nike Air Max 90 Premium;CJ1794-600
NIKE;1185732;19/09/2021;Midwest;Missouri;St. Louis;75;$515 ;49%;Online;Nike Renew Run;CK6360-001
NIKE;1185732;19/09/2021;Midwest;Missouri;St. Louis;83;$616 ;53%;Online;Nike Air Max 270 Special Edition;CQ6549-001
NIKE;1185732;19/09/2021;Midwest;Missouri;St. Louis;77;$832 ;47%;Online;Nike React Metcon AMP;CN5501-046
NIKE;1185732;19/09/2021;Midwest;Missouri;St. Louis;95;$1.702 ;64%;Online;Nike Air Force 1 Sage Low;AR5339-002
NIKE;1185732;18/10/2021;Midwest;Missouri;St. Louis;131;$2.272 ;51%;Online;Nike Air Max Triax 96;CD2053-105
NIKE;1185732;18/10/2021;Midwest;Missouri;St. Louis;91;$1.092 ;50%;Online;Nike Mercurial Vapor 13 Academy MDS TF;CJ1306-401
NIKE;1185732;18/10/2021;Midwest;Missouri;St. Louis;73;$806 ;48%;Online;PG 3 NASA;CI2666-400
NIKE;1185732;18/10/2021;Midwest;Missouri;St. Louis;59;$679 ;50%;Online;Nike Mercurial Vapor 13 Academy MDS IC;CJ1300-401
NIKE;1185732;18/10/2021;Midwest;Missouri;St. Louis;68;$1.023 ;47%;Online;Nike Tiempo Legend 8 Club MG;AT6107-606
NIKE;1185732;18/10/2021;Midwest;Missouri;St. Louis;88;$2.140 ;64%;Online;Nike Air Max 90;CI7395-100
NIKE;1185732;18/11/2021;Midwest;Missouri;St. Louis;150;$2.601 ;51%;Online;Nike Air VaporMax Flyknit 2 LXX;AT5673-700
NIKE;1185732;18/11/2021;Midwest;Missouri;St. Louis;88;$911 ;45%;Online;Nike Mercurial Superfly 7 Elite SE FG;CT1099-093
NIKE;1185732;18/11/2021;Midwest;Missouri;St. Louis;80;$902 ;49%;Online;Nike Free RN 5.0 AW;BV7775-100
NIKE;1185732;18/11/2021;Midwest;Missouri;St. Louis;88;$1.052 ;52%;Online;Air Jordan 1 Jester XX Low Laced;CI7815-602
NIKE;1185732;18/11/2021;Midwest;Missouri;St. Louis;81;$1.672 ;48%;Online;Nike Metcon 5 Premium;CJ0818-146
NIKE;1185732;18/11/2021;Midwest;Missouri;St. Louis;108;$3.266 ;63%;Online;Nike Free RN 5.0;CI1289-100
NIKE;1185732;17/12/2021;Midwest;Missouri;St. Louis;163;$3.475 ;52%;Online;Nike Zoom Rival Fly;CD7287-003
NIKE;1185732;17/12/2021;Midwest;Missouri;St. Louis;113;$1.736 ;48%;Online;Nike SB Zoom Stefan Janoski Canvas RM;AR7718-001
NIKE;1185732;17/12/2021;Midwest;Missouri;St. Louis;120;$1.805 ;47%;Online;Nike Tiempo Legend 8 Academy IC;AT6099-606
NIKE;1185732;17/12/2021;Midwest;Missouri;St. Louis;88;$1.556 ;52%;Online;Nike SB Bruin High;923112-001
NIKE;1185732;17/12/2021;Midwest;Missouri;St. Louis;88;$1.848 ;50%;Online;PG 3;AO2607-401
NIKE;1185732;17/12/2021;Midwest;Missouri;St. Louis;126;$3.612 ;61%;Online;Nike Free TR Ultra;AO3424-001
NIKE;1185732;11/01/2021;Midwest;Missouri;St. Louis;196;$2.479 ;55%;Online;Nike PhantomVNM Club FG;AO0577-717
NIKE;1185732;11/01/2021;Midwest;Missouri;St. Louis;133;$1.438 ;47%;Online;Nike MX-720-818;BQ5972-001
NIKE;1185732;11/01/2021;Midwest;Missouri;St. Louis;143;$941 ;47%;Online;Air Jordan 7 Retro;313358-006
NIKE;1185732;11/01/2021;Midwest;Missouri;St. Louis;88;$824 ;52%;Online;Nike SFB Gen 2 20cm (approx.);922474-001
NIKE;1185732;11/01/2021;Midwest;Missouri;St. Louis;98;$1.520 ;47%;Online;Nike Mercurial Superfly 7 Elite MDS FG;BQ5469-703
NIKE;1185732;11/01/2021;Midwest;Missouri;St. Louis;138;$2.120 ;64%;Online;Nike Epic Phantom React;CI1290-100
NIKE;1185732;11/02/2021;Midwest;Missouri;St. Louis;218;$2.889 ;53%;Online;Nike Air Max 720 SE;BV6484-002
NIKE;1185732;11/02/2021;Midwest;Missouri;St. Louis;101;$1.139 ;47%;Online;Nike Air Huarache Ultra;885118-001
NIKE;1185732;11/02/2021;Midwest;Missouri;St. Louis;115;$725 ;45%;Online;Nike Wildhorse 6;BV7099-400
NIKE;1185732;11/02/2021;West;Utah;Salt Lake City;87;$827 ;50%;Online;Nike Air Max 270 React SE;BV3387-400
NIKE;1185732;11/02/2021;West;Utah;Salt Lake City;101;$1.454 ;45%;Online;Nike Benassi JDI BETRUE;CD2717-001
NIKE;1185732;11/02/2021;West;Utah;Salt Lake City;131;$1.949 ;62%;Online;Nike Zoom Rise;BQ5467-101
NIKE;1185732;10/03/2021;West;Utah;Salt Lake City;168;$2.533 ;52%;Online;Nike Tiempo Legend 8 Club IC;AT6110-004
NIKE;1185732;10/03/2021;West;Utah;Salt Lake City;102;$1.428 ;50%;Online;Nike Air Max 2017;849560-001
NIKE;1185732;10/03/2021;West;Utah;Salt Lake City;112;$1.008 ;50%;Online;Nike Flex RN 2018;AA7408-008
NIKE;1185732;10/03/2021;West;Utah;Salt Lake City;73;$890 ;53%;Online;NikeCourt Royale AC;BQ9138-601
NIKE;1185732;10/03/2021;West;Utah;Salt Lake City;75;$1.425 ;50%;Online;Jordan Air Latitude 720;AV5187-602
NIKE;1185732;10/03/2021;West;Utah;Salt Lake City;100;$1.856 ;64%;Online;Nike Phantom Vision 2 Club Dynamic Fit TF;CD4173-606
NIKE;1185732;11/04/2021;West;Utah;Salt Lake City;181;$2.444 ;50%;Online;Nike Air Force 1 '07 SE;AA0287-002
NIKE;1185732;11/04/2021;West;Utah;Salt Lake City;94;$1.058 ;45%;Online;Nike Zoom Fly 3 Premium;BV7756-001
NIKE;1185732;11/04/2021;West;Utah;Salt Lake City;98;$631 ;46%;Online;Nike SB Alleyoop;CJ0882-001
NIKE;1185732;11/04/2021;West;Utah;Salt Lake City;70;$668 ;53%;Online;Nike Mercurial Vapor 13 Elite SE FG;CD6720-808
NIKE;1185732;11/04/2021;West;Utah;Salt Lake City;74;$1.123 ;46%;Online;Nike Air VaporMax 2019;AR6632-603
NIKE;1185732;11/04/2021;West;Utah;Salt Lake City;112;$1.613 ;60%;Online;Nike Air Zoom Structure 22;AA1640-002
NIKE;1185732;12/05/2021;West;Utah;Salt Lake City;174;$2.840 ;51%;Online;NikeCourt Air Zoom Vapor X;AA8027-109
NIKE;1185732;12/05/2021;West;Utah;Salt Lake City;101;$1.435 ;49%;Online;LeBron Soldier 13 SFG;AR4225-100
NIKE;1185732;12/05/2021;West;Utah;Salt Lake City;98;$1.225 ;50%;Online;Air Jordan 13 Retro;414571-030
NIKE;1185732;12/05/2021;West;Utah;Salt Lake City;72;$911 ;55%;Online;Nike React Element 55 Premium;CD6964-002
NIKE;1185732;12/05/2021;West;Utah;Salt Lake City;75;$1.463 ;50%;Online;Nike Zoom Pegasus Turbo 2;CN7383-300
NIKE;1185732;12/05/2021;West;Utah;Salt Lake City;120;$3.432 ;65%;Online;Nike Air Max 97;CI7388-600
NIKE;1185732;11/06/2021;West;Utah;Salt Lake City;182;$2.599 ;51%;Online;Nike Free RN Flyknit 3.0;BV7782-001
NIKE;1185732;11/06/2021;West;Utah;Salt Lake City;112;$1.317 ;49%;Online;Nike Air Force 1 GORE-TEX ®;CK2630-001
NIKE;1185732;11/06/2021;West;Utah;Salt Lake City;115;$1.071 ;49%;Online;Nike Air Zoom Pegasus 36;CN6867-001
NIKE;1185732;11/06/2021;West;Utah;Salt Lake City;108;$1.047 ;51%;Online;Nike Phantom Venom Academy TF;AO0571-606
NIKE;1185732;11/06/2021;West;Utah;Salt Lake City;108;$1.652 ;45%;Online;Kyrie 4;943806-602
NIKE;1185732;11/06/2021;West;Utah;Salt Lake City;150;$3.420 ;60%;Online;Nike Metcon 4 XD Patch;BQ7978-001
NIKE;1185732;10/07/2021;West;Utah;Salt Lake City;224;$3.960 ;52%;Online;NikeCourt Royale SL;844896-002
NIKE;1185732;10/07/2021;West;Utah;Salt Lake City;160;$2.227 ;48%;Online;Nike React Metcon;BQ6046-010
NIKE;1185732;10/07/2021;West;Utah;Salt Lake City;138;$1.590 ;48%;Online;Nike Phantom Vision 2 Academy Dynamic Fit TF;CD4172-606
NIKE;1185732;10/07/2021;West;Utah;Salt Lake City;115;$1.323 ;50%;Online;Nike ZoomX Vista Grind SP;CT5770-300
NIKE;1185732;10/07/2021;West;Utah;Salt Lake City;128;$1.884 ;46%;Online;Nike Air Max 90;CU3004-176
NIKE;1185732;10/07/2021;West;Utah;Salt Lake City;150;$3.705 ;65%;Online;Nike Air Max 270 React;CI3899-200
NIKE;1185732;11/08/2021;West;Utah;Salt Lake City;203;$3.350 ;50%;Online;Nike Zoom Fly SP Fast;BV0389-001
NIKE;1185732;11/08/2021;West;Utah;Salt Lake City;131;$2.093 ;47%;Online;Nike Drop-Type;CQ0989-002
NIKE;1185732;11/08/2021;West;Utah;Salt Lake City;113;$1.606 ;49%;Online;Nike Air Max 98 SE;CI7379-400
NIKE;1185732;11/08/2021;West;Utah;Salt Lake City;101;$1.017 ;53%;Online;Nike Zoom Rival Fly 2;CN6881-300
NIKE;1185732;11/08/2021;West;Utah;Salt Lake City;105;$1.401 ;46%;Online;Nike MX-720-818;CI3869-500
NIKE;1185732;11/08/2021;West;Utah;Salt Lake City;152;$2.918 ;60%;Online;Nike Blazer Low LE;AV9370-001
NIKE;1185732;12/09/2021;West;Utah;Salt Lake City;169;$2.549 ;52%;Online;Nike Zoom Pegasus Turbo 2 Rise;BV1134-001
NIKE;1185732;12/09/2021;West;Utah;Salt Lake City;122;$1.263 ;45%;Online;Nike Air Max 98;CT1531-001
NIKE;1185732;12/09/2021;West;Utah;Salt Lake City;91;$410 ;50%;Online;Nike Air Max Dia SE;AR7410-603
NIKE;1185732;12/09/2021;West;Utah;Salt Lake City;88;$449 ;51%;Online;Nike Mercurial Superfly 7 Academy MDS TF;BQ5435-401
NIKE;1185732;12/09/2021;West;Utah;Salt Lake City;88;$836 ;50%;Online;Nike Tanjun;812655-011
NIKE;1185732;12/09/2021;West;Utah;Salt Lake City;120;$1.843 ;64%;Online;Nike Air Max 90;325213-139
NIKE;1185732;11/10/2021;West;Utah;Salt Lake City;173;$2.470 ;51%;Online;Nike Air Max 720 BETRUE;CJ5472-900
NIKE;1185732;11/10/2021;West;Utah;Salt Lake City;100;$950 ;50%;Online;Nike Odyssey React;AO9820-001
NIKE;1185732;11/10/2021;West;Utah;Salt Lake City;87;$810 ;49%;Online;Nike Legend React;AA1626-602
NIKE;1185732;11/10/2021;West;Utah;Salt Lake City;72;$752 ;55%;Online;Nike Air Zoom Winflo 6;AQ8228-102
NIKE;1185732;11/10/2021;West;Utah;Salt Lake City;83;$1.204 ;50%;Online;Nike Air Zoom Vomero 14;AH7858-010
NIKE;1185732;11/10/2021;West;Utah;Salt Lake City;104;$2.063 ;62%;Online;Nike Air VaporMax SE;CI1246-302
NIKE;1185732;11/11/2021;West;Utah;Salt Lake City;149;$2.161 ;50%;Online;Nike Mercurial Superfly 7 Academy MDS IC;BQ5430-401
NIKE;1185732;11/11/2021;West;Utah;Salt Lake City;108;$994 ;46%;Online;NikeCourt Air Max Wildcard;AO7353-105
NIKE;1185732;11/11/2021;West;Utah;Salt Lake City;93;$848 ;48%;Online;Nike Air Max 98;CI3709-001
NIKE;1185732;11/11/2021;West;Utah;Salt Lake City;113;$1.095 ;51%;Online;Nike SB Zoom Stefan Janoski Mid RM;AT7324-001
NIKE;1185732;11/11/2021;West;Utah;Salt Lake City;91;$1.739 ;49%;Online;NikeCourt Air Zoom Zero;AA8022-107
NIKE;1185732;11/11/2021;West;Utah;Salt Lake City;113;$3.158 ;65%;Online;Nike x Olivia Kim Air Footscape;CK3321-100
NIKE;1185732;10/12/2021;West;Utah;Salt Lake City;203;$4.354 ;55%;Online;Nike M2K Tekno;AO3108-018
NIKE;1185732;10/12/2021;West;Utah;Salt Lake City;145;$1.989 ;49%;Online;PG 3;AO2607-401
NIKE;1185732;10/12/2021;West;Utah;Salt Lake City;113;$1.540 ;47%;Online;Air Jordan 5 Retro;CN2932-100
NIKE;1185732;10/12/2021;West;Utah;Salt Lake City;112;$1.542 ;51%;Online;Nike Air Max Dia NRG;CQ2503-900
NIKE;1185732;10/12/2021;West;Utah;Salt Lake City;112;$2.128 ;50%;Online;Nike Mercurial Vapor 13 Elite FG;AQ4176-049
NIKE;1185732;10/12/2021;West;Utah;Salt Lake City;125;$3.203 ;61%;Online;Nike Air Max 720;AR9293-603
NIKE;1128299;24/01/2021;West;Utah;Salt Lake City;98;$1.270 ;48%;Online;Nike Zoom KD12;AR4229-003
NIKE;1128299;24/01/2021;West;Utah;Salt Lake City;105;$2.007 ;49%;Online;Air Jordan 7 Retro;313358-006
NIKE;1128299;24/01/2021;West;Utah;Salt Lake City;105;$1.966 ;48%;Online;Nike Mercurial Superfly 7 Academy IC;AT7975-606
NIKE;1128299;24/01/2021;West;Utah;Salt Lake City;58;$1.041 ;46%;Online;Nike Air Zoom Pegasus 36 FlyEase;BV0614-005
NIKE;1128299;24/01/2021;West;Utah;Salt Lake City;44;$1.016 ;55%;Online;Nike Daybreak;CQ7620-001
NIKE;1128299;24/01/2021;West;Utah;Salt Lake City;108;$1.811 ;43%;Online;Nike P-6000 Icon Clash;BV1021-007
NIKE;1128299;24/02/2021;West;Utah;Salt Lake City;117;$1.527 ;45%;Online;Nike Mercurial Superfly 7 Elite FG;AQ4174-049
NIKE;1128299;24/02/2021;West;Utah;Salt Lake City;91;$1.704 ;48%;Online;Nike SB Chron Solarsoft Premium;CK0980-002
